4.350002,0,-2.264976E-07,0.9000012,0,1.096725E-07,3.000004,0,3.814697E-07,0;
4.725002,0,-2.682209E-07,1.125002,0,1.390775E-07,4.875007,0,6.258488E-07,0;
5.100003,0,-2.980232E-07,1.285716,0,1.532691E-07,6.750012,0,8.34465E-07,0;
5.475003,0,-3.20375E-07,1.500003,0,1.564622E-07,9.375017,0,9.909272E-07,0;
5.850004,0,-3.907415E-07,1.66667,0,2.016256E-07,12.00002,0,1.483493E-06,0;
6.225005,0,-4.470348E-07,1.875004,0,2.264976E-07,15.37503,0,1.877546E-06,0;
6.600006,0,-4.93093E-07,2.04546,0,2.512262E-07,18.75005,0,2.33E-06,0;
6.975008,0,-5.314748E-07,2.250006,0,2.814664E-07,22.87506,0,2.905727E-06,0;
8.619248,-0.8653849,-7.404731E-07,1.974861,0.8431957,2.788017E-07,45.57713,21.0577,6.567975E-06,2;
8.600018,-1,-7.371108E-07,1.816675,0.9000003,2.743139E-07,48.75024,26.00001,7.551909E-06,2;
8.497076,-1.102942,-7.205149E-07,1.738763,0.9238759,2.743051E-07,53.47087,30.30884,8.665464E-06,2;
8.689304,-1.071429,-7.727317E-07,1.836743,1.010204,2.584895E-07,45.5895,27.2143,6.52458E-06,2;
9.497749,-6.502325E-08,-8.046627E-07,1.66633,1.318182,2.167442E-07,103.33,87.00005,1.356006E-05,2;
10.25325,4.306916E-07,-7.761422E-07,1.147249,0.9677429,0.7741948,99.29095,90.00008,72.00011,1;
5.983936,6.386212E-09,-4.108463E-07,1.750642,0.4821429,2.116574E-07,39.61616,12,4.872681E-06,0;
6.358074,1.730457E-08,-4.633781E-07,1.943293,0.483871,2.318441E-07,49.71786,13.5,5.975846E-06,0;
6.171437,2.432843E-08,-4.342624E-07,1.858606,0.857143,2.255593E-07,74.46449,37.50001,9.059907E-06,0;
4.350001,0,-2.264976E-07,0.9000008,0,1.096725E-07,3.000002,0,3.814697E-07,0;
3.975001,0,-1.639128E-07,0.7500005,0,7.450581E-08,1.875001,0,1.937151E-07,0;
3.975001,0,-1.639128E-07,0.7500005,0,7.450581E-08,1.875001,0,1.937151E-07,0;
4.350001,0,-2.264976E-07,0.9000008,0,1.096725E-07,3.000002,0,3.814697E-07,0;
4.725001,0,-2.682209E-07,1.125001,0,1.390775E-07,4.875005,0,6.258488E-07,0;
5.100002,0,-2.980232E-07,1.285716,0,1.532691E-07,6.75001,0,8.34465E-07,0;
5.475003,0,-3.20375E-07,1.500002,0,1.564622E-07,9.375015,0,9.909272E-07,0;
6.465703,-0.7941178,-0.01423416,1.244531,0.7629761,0.02511841,17.54133,12.17647,0.4127789,2;
